ID_Error_V1,Df,kf,R_RI,I_RI,WaveL,dp,Np,Version,Hash,created_at,updated_at
2010,2.19,1.2,1.49,0.28,867.9,60.3,43.0,0.1,f4811e3524b2c93282789145926d5fc2c02ea759,2019-07-16 07:43:32,2019-07-16 07:43:32
2011,1.84,1.2,1.26,0.86,871.8,59.6,51.0,0.1,38c4d98f330a157d28b3f1cde70c7e66de343460,2019-07-16 07:43:32,2019-07-16 07:43:32
2012,2.25,1.2,1.56,0.37,867.0,93.6,71.0,0.1,63a994fae8ff1bcea2492614abe7738ab22fd651,2019-07-16 07:43:32,2019-07-16 07:43:32
2013,2.4,1.2,1.62,0.23,863.4,39.5,19.0,0.1,bb2b7aba74cc46772b79ac340be5dfe47dc66769,2019-07-16 07:43:32,2019-07-16 07:43:32
2014,2.39,1.2,1.68,0.44,870.6,23.2,101.0,0.1,64b8890f79a33adb78634afa84b6dde219c8e506,2019-07-16 07:43:32,2019-07-16 07:43:32
2015,2.02,1.2,1.33,0.87,868.3,30.9,83.0,0.1,98e3e8facd925545fa9a10556737ee50a6fdf2f7,2019-07-16 07:43:32,2019-07-16 07:43:32
2016,2.56,1.2,1.93,0.61,871.0,62.0,74.0,0.1,2208cc2a744e9d8eaf58f5047fba58f0dac1f0b0,2019-07-16 07:43:32,2019-07-16 07:43:32
2017,2.28,1.2,1.77,0.42,869.5,40.9,68.0,0.1,9fd84b013d6e489a30285d58890048fd0e9c3c9a,2019-07-16 07:43:32,2019-07-16 07:43:32
2018,2.09,1.2,1.93,0.48,872.2,49.2,75.0,0.1,c6ae42d592d6e6c8b47784983170a90d936b0dd8,2019-07-16 07:43:32,2019-07-16 07:43:32
2019,2.51,1.2,1.3,0.47,872.3,45.0,28.0,0.1,a1c6f519bb283bd7541c190f23f7da0ccb82b7c9,2019-07-16 07:43:32,2019-07-16 07:43:32
2020,2.32,1.2,1.97,0.81,866.7,56.5,106.0,0.1,4aa3ea04642731db5115f5fdc82abe260e445b7c,2019-07-16 07:43:32,2019-07-16 07:43:32
2021,2.14,1.2,1.25,0.37,871.3,51.8,77.0,0.1,7cd7fb38a30635fc5a5d7e54cd97536e55e1d26a,2019-07-16 07:43:32,2019-07-16 07:43:32
2022,2.06,1.2,1.11,0.78,870.5,81.7,85.0,0.1,d6c359c1519841630e5e2cbce7b408d9938f1e41,2019-07-16 07:43:32,2019-07-16 07:43:32
2023,2.39,1.2,1.61,0.75,872.4,43.2,49.0,0.1,99d64d8ba59cb25bb5f9d1ed9882218732971459,2019-07-16 07:43:32,2019-07-16 07:43:32
2024,2.19,1.2,1.7,0.51,864.3,79.3,35.0,0.1,2a28c4225907749ee49c50eabc3aaed96d4560cb,2019-07-16 07:43:32,2019-07-16 07:43:32
2025,2.66,1.2,1.6,0.28,863.1,39.0,70.0,0.1,dd565723531f9f2bea158b73e2ec8d7720b7a56f,2019-07-16 07:43:32,2019-07-16 07:43:32
2026,2.42,1.2,1.7,0.56,865.4,88.1,48.0,0.1,23057c2aae8c153be4324e0c2bf8cf678fff2f43,2019-07-16 07:43:32,2019-07-16 07:43:32
2027,2.6,1.2,1.16,0.96,864.5,51.3,50.0,0.1,fa165a90a57b8f184fd70e0abf2550453ad34cbf,2019-07-16 07:43:32,2019-07-16 07:43:32
2028,1.89,1.2,1.58,0.81,871.8,41.7,108.0,0.1,25cd3e0426d2a0ad559e6cbc1363d70a434f8024,2019-07-16 07:43:32,2019-07-16 07:43:32
2029,1.82,1.2,1.54,0.69,865.6,47.3,52.0,0.1,d964c10e8f0612d5bc5ef1ae0574dfbbbf257696,2019-07-16 07:43:32,2019-07-16 07:43:32
2030,2.03,1.2,1.95,0.95,874.1,83.5,55.0,0.1,cc288762b84c322530adb47cb44484b27b1abe49,2019-07-16 07:43:32,2019-07-16 07:43:32
2031,2.56,1.2,1.85,0.44,864.0,60.9,111.0,0.1,ed105e54c9bf83b590e5b8641913897c7117f57d,2019-07-16 07:43:32,2019-07-16 07:43:32
2032,1.85,1.2,1.82,0.57,874.5,63.5,27.0,0.1,4fffeb26f079ccfab7543fc5b6f1274e721ad7fd,2019-07-16 07:43:32,2019-07-16 07:43:32
2033,2.32,1.2,1.77,0.7,870.2,64.5,101.0,0.1,218e05c86034844c2ec39a8c7466518c18a06c8a,2019-07-16 07:43:32,2019-07-16 07:43:32
2034,2.49,1.2,1.52,0.9,869.5,67.1,66.0,0.1,85c8e761d6ee171dfa63aa2b6cb3efd8c8a256e4,2019-07-16 07:43:32,2019-07-16 07:43:32
2035,2.66,1.2,1.62,0.69,872.1,63.1,84.0,0.1,9525373f85699f67fec3f859f23908626d5b459d,2019-07-16 07:43:32,2019-07-16 07:43:32
2036,2.5,1.2,1.8,0.49,864.4,49.9,90.0,0.1,9ff8f685292b03e5172b591b3b60ec98688241cf,2019-07-16 07:43:32,2019-07-16 07:43:32
2037,2.19,1.2,1.19,0.93,870.0,85.5,60.0,0.1,ecddefeb763555320ee160f47e9e080bf739edc9,2019-07-16 07:43:32,2019-07-16 07:43:32
2038,1.85,1.2,1.7,0.86,870.9,36.4,42.0,0.1,1a3594c28101e1fbcd82da287cc9d5ab3806827b,2019-07-16 07:43:32,2019-07-16 07:43:32
2039,2.55,1.2,1.74,0.49,868.1,26.9,55.0,0.1,f9000c86c991ab9ad87222502ecc4f3f3d481ff8,2019-07-16 07:43:32,2019-07-16 07:43:32
2040,2.58,1.2,1.65,0.87,870.0,19.4,51.0,0.1,b79e3aea2dd3e19c3811e4b5b0395420004751ec,2019-07-16 07:43:32,2019-07-16 07:43:32
2041,2.11,1.2,1.7,0.72,873.2,63.1,57.0,0.1,f4c9f81d2bede0cd45436e888815f1bdc5320469,2019-07-16 07:43:32,2019-07-16 07:43:32
2042,2.23,1.2,1.55,0.13,876.7,45.1,68.0,0.1,258cbabb132b54dd3bdae95f35d6c3c221ba232f,2019-07-16 07:43:32,2019-07-16 07:43:32
2043,2.13,1.2,1.73,0.93,869.4,56.4,93.0,0.1,8826c8393b0cc654f763b43f338ac676e750bf94,2019-07-16 07:43:32,2019-07-16 07:43:32
2044,1.93,1.2,1.7,0.37,875.0,43.9,56.0,0.1,679fa9befc53d4f75b6b745e34d2e20cc8a2f78c,2019-07-16 07:43:32,2019-07-16 07:43:32
2045,1.95,1.2,1.42,0.66,869.6,46.0,34.0,0.1,f4c730f1cfa35d0355fa94a6ae8b51fe8a0cb25c,2019-07-16 07:43:32,2019-07-16 07:43:32
2046,2.22,1.2,1.26,0.02,871.1,63.6,47.0,0.1,cb2940bad0c04f8ac40d9635b86bdd9d2be5bfc3,2019-07-16 07:43:32,2019-07-16 07:43:32
2047,2.02,1.2,1.18,0.32,868.2,60.2,46.0,0.1,d145ecd654d0d75954c75c2a6668d740a854c11b,2019-07-16 07:43:32,2019-07-16 07:43:32
2048,2.32,1.2,1.45,0.74,862.5,59.8,77.0,0.1,dd8cf7458b56f2cfbbdd1e5364f73e220f99fd0a,2019-07-16 07:43:32,2019-07-16 07:43:32
2049,2.31,1.2,1.31,0.69,871.6,31.6,88.0,0.1,8e8138c67f7839bbe1fc2931c04937e03aa58aa9,2019-07-16 07:43:32,2019-07-16 07:43:32
2050,2.54,1.2,1.8,0.33,867.4,49.5,90.0,0.1,2e3c76db14c7be24f298cc36d02360ffd95f2497,2019-07-16 07:43:32,2019-07-16 07:43:32
2051,2.53,1.2,1.37,0.56,869.3,45.3,80.0,0.1,b5208787af2a76f027ec0f45828f8515ead67f21,2019-07-16 07:43:32,2019-07-16 07:43:32
2052,2.04,1.2,1.43,0.96,868.9,61.5,59.0,0.1,fc7e8933efd5dc29353ce7533c8c8652081cc6ba,2019-07-16 07:43:32,2019-07-16 07:43:32
2053,2.37,1.2,1.96,0.98,871.4,41.7,33.0,0.1,0023bcb413b0596b68be01c39e29670bc209c4eb,2019-07-16 07:43:32,2019-07-16 07:43:32
2054,2.51,1.2,1.6,0.28,873.3,49.4,60.0,0.1,d2e470e2548fd915841ebac588acfc61aa2ca720,2019-07-16 07:43:32,2019-07-16 07:43:32
2055,2.75,1.2,1.67,0.26,875.0,43.7,88.0,0.1,b92fe9a9382449fb64231bfeb58c2a9a354a5ad8,2019-07-16 07:43:32,2019-07-16 07:43:32
2056,1.89,1.2,1.26,0.14,857.9,53.1,27.0,0.1,e7a9ec0315daaf6f6d1d2829313b456133c1b121,2019-07-16 07:43:32,2019-07-16 07:43:32
2057,1.92,1.2,1.59,0.58,874.0,28.4,55.0,0.1,e355c3e06fa654cf751f9a11453f0a3bbdd1029e,2019-07-16 07:43:32,2019-07-16 07:43:32
2058,2.05,1.2,1.53,0.29,875.6,65.6,63.0,0.1,c3b6602125421fcb078a0ad7dd1b0e27d993bf6b,2019-07-16 07:43:32,2019-07-16 07:43:32
2059,2.34,1.2,1.55,0.76,862.8,34.4,76.0,0.1,fd2e4454c024c639f143de207f5e2faf6911e574,2019-07-16 07:43:32,2019-07-16 07:43:32
2060,1.86,1.2,1.46,0.57,870.9,43.4,46.0,0.1,ab8a34aa5886ccd56af1ec6ba774f9270615e0f3,2019-07-16 07:43:32,2019-07-16 07:43:32
2061,2.31,1.2,1.52,0.97,872.8,55.4,89.0,0.1,022e747847f909cefa49c2662b0ba1e3e13d106a,2019-07-16 07:43:32,2019-07-16 07:43:32
2062,1.94,1.2,1.85,0.49,864.6,66.1,52.0,0.1,9f12fcab44999f3138d9bca8cdbc90302dcd89c2,2019-07-16 07:43:32,2019-07-16 07:43:32
2063,2.34,1.2,1.72,0.35,883.8,21.4,48.0,0.1,7420d41260b25f742c480ab5a79f5b4fcd00bbf8,2019-07-16 07:43:32,2019-07-16 07:43:32
2064,2.02,1.2,1.66,0.11,873.0,39.6,62.0,0.1,15da8f97b64f02e6004823e9a17f64f4079e9d18,2019-07-16 07:43:32,2019-07-16 07:43:32
2065,2.1,1.2,1.82,0.35,862.0,63.9,57.0,0.1,d67e0abf0cfd86a7d6915463a616eaeea62e3268,2019-07-16 07:43:32,2019-07-16 07:43:32
2066,2.12,1.2,1.32,0.37,878.1,51.5,37.0,0.1,449c345343d7caf239a04ffb6d3faa40b9977717,2019-07-16 07:43:32,2019-07-16 07:43:32
2067,2.61,1.2,1.51,0.74,872.4,49.6,21.0,0.1,973131a9566f17c7e6b713876eb14757ef676244,2019-07-16 07:43:32,2019-07-16 07:43:32
2068,2.67,1.2,1.7,0.46,871.2,29.2,36.0,0.1,4a6bbd93488860ae4f4f34f8f54093f1dae60930,2019-07-16 07:43:32,2019-07-16 07:43:32
2069,2.29,1.2,1.7,0.69,860.6,52.4,56.0,0.1,73e23181ef0a72e4cea0cae9f028c99bacad7dd6,2019-07-16 07:43:32,2019-07-16 07:43:32
2070,1.95,1.2,1.56,0.29,872.4,60.5,97.0,0.1,9c6a322a2ab085051c05a8bf90c846f7122c4cda,2019-07-16 07:43:32,2019-07-16 07:43:32
2071,2.69,1.2,1.6,0.59,876.2,54.4,67.0,0.1,9b5b655d2402a3f06d7da1db18dc91a10a6464e7,2019-07-16 07:43:32,2019-07-16 07:43:32
2072,1.92,1.2,1.84,0.94,871.6,56.1,46.0,0.1,3169b8a6d03d610e281bb6b9ebdddd50c2bb92e3,2019-07-16 07:43:32,2019-07-16 07:43:32
2073,2.2,1.2,1.74,0.18,860.1,77.4,38.0,0.1,684bed723e4209a2e98ec2c2cc1e37197afb6f71,2019-07-16 07:43:32,2019-07-16 07:43:32
2074,2.44,1.2,1.66,0.77,870.0,52.4,7.0,0.1,f1bb8d4b03482bf1ff6a687acce79443ee083327,2019-07-16 07:43:32,2019-07-16 07:43:32
2075,2.16,1.2,1.36,0.88,876.2,56.9,71.0,0.1,b5f4c90e62f3761c2ab3afde78f47b099c3bf82f,2019-07-16 07:43:32,2019-07-16 07:43:32
2076,2.39,1.2,1.75,0.64,869.4,50.1,107.0,0.1,a828c454dc5d12537bbbaa6b9d4cbf9607d8d030,2019-07-16 07:43:32,2019-07-16 07:43:32
2077,1.85,1.2,1.17,0.28,867.2,26.2,142.0,0.1,0d2100f6c4d5f63302b1246cc79cbeaba730a5c2,2019-07-16 07:43:32,2019-07-16 07:43:32
2078,2.01,1.2,1.83,0.06,877.1,63.7,31.0,0.1,d064882a996f3027922e817c348b0f4299d38f30,2019-07-16 07:43:32,2019-07-16 07:43:32
2079,2.79,1.2,1.88,0.91,877.0,51.5,83.0,0.1,88d7870345e12f8e437c1baf33c43e0852ef412b,2019-07-16 07:43:32,2019-07-16 07:43:32
2080,2.36,1.2,1.24,0.17,875.4,58.7,26.0,0.1,8b8fa673cb0b09da2ec74db562c152a22751b96f,2019-07-16 07:43:32,2019-07-16 07:43:32
2081,2.43,1.2,1.96,0.97,873.6,68.5,71.0,0.1,7c6911085575e18d8433173ce97b1fea827f130e,2019-07-16 07:43:32,2019-07-16 07:43:32
2082,2.67,1.2,1.75,0.98,865.3,49.0,101.0,0.1,356fafd0f3351015e00c231b6891698cc086a783,2019-07-16 07:43:32,2019-07-16 07:43:32
2083,2.3,1.2,1.56,0.54,868.9,84.7,24.0,0.1,f2809737131bed2c4ee0f95d6ad7367233e08c18,2019-07-16 07:43:32,2019-07-16 07:43:32
2084,1.94,1.2,1.85,0.65,864.2,38.9,53.0,0.1,bbb3ebd717cc1f2ea05c1ff6d99d919531f07df1,2019-07-16 07:43:32,2019-07-16 07:43:32
2085,2.53,1.2,1.78,0.4,867.3,69.7,57.0,0.1,107054cccde67af4c3d74dc61a4f7bb6b4626ed5,2019-07-16 07:43:32,2019-07-16 07:43:32
2086,2.56,1.2,1.83,0.18,870.3,30.2,70.0,0.1,fa6c8fd1b1c4e86982797ff8900fdd8553ec9570,2019-07-16 07:43:32,2019-07-16 07:43:32
2087,2.2,1.2,1.82,0.83,868.5,41.9,39.0,0.1,aaed5c7e584d1ed638ce9e11e326c42e4ca91359,2019-07-16 07:43:32,2019-07-16 07:43:32
2088,2.74,1.2,1.76,0.53,873.7,30.7,18.0,0.1,c86aabfb7baf72435676e6146ca074b6ad0b1e01,2019-07-16 07:43:32,2019-07-16 07:43:32
2089,2.07,1.2,1.1,0.4,867.9,48.6,111.0,0.1,01718f35e4aa250a98d3b8c464529de821a24dff,2019-07-16 07:43:32,2019-07-16 07:43:32
2090,2.68,1.2,1.33,0.54,867.8,64.6,135.0,0.1,b775bcb2502dfa1d7f6699b0483a75d3362b1682,2019-07-16 07:43:32,2019-07-16 07:43:32
2091,2.73,1.2,1.55,0.59,878.8,51.5,34.0,0.1,388205861136cdd4e911981896caeea52bdee7a3,2019-07-16 07:43:32,2019-07-16 07:43:32
2092,2.03,1.2,1.65,0.34,869.2,61.5,88.0,0.1,83a10725d800db032e007a360b7689c5307f33f0,2019-07-16 07:43:32,2019-07-16 07:43:32
2093,2.36,1.2,1.7,0.86,875.2,57.2,63.0,0.1,501333e9e783d1f1c986ba51a4b493c99a9b6249,2019-07-16 07:43:32,2019-07-16 07:43:32
2094,2.08,1.2,1.72,0.4,867.4,27.0,89.0,0.1,dc85d1b485a5046827de4c51c09990f8883a520c,2019-07-16 07:43:32,2019-07-16 07:43:32
2095,2.32,1.2,1.52,0.16,874.3,62.8,26.0,0.1,02a7c57cadcde7fa54b0d0e976e586aeeb1c540d,2019-07-16 07:43:32,2019-07-16 07:43:32
2096,1.98,1.2,1.42,0.45,865.6,18.2,65.0,0.1,3d717a7876a41d9205a5733d37821190ef774f30,2019-07-16 07:43:32,2019-07-16 07:43:32
2097,2.15,1.2,1.22,0.55,869.0,66.1,20.0,0.1,3fd27a3a5bc23ab1bc67d4ef750402e8efdf0302,2019-07-16 07:43:32,2019-07-16 07:43:32
2098,2.71,1.2,1.81,0.52,869.4,38.0,48.0,0.1,f40b13e4ecd8fe4f57344bb3af84cafd35f23559,2019-07-16 07:43:32,2019-07-16 07:43:32
2099,2.54,1.2,1.58,0.57,877.4,66.0,50.0,0.1,67ba8695a271f71ea3eb2c0989e9bcd02aa41f2e,2019-07-16 07:43:32,2019-07-16 07:43:32
2100,2.56,1.2,1.7,0.21,875.1,80.3,25.0,0.1,b358ad9ca0c47d582c6bda11c825f88e90353ea5,2019-07-16 07:43:32,2019-07-16 07:43:32
2101,2.68,1.2,1.76,0.24,875.2,46.5,43.0,0.1,c739cc262552afc2689ebac4b059b2fcc892152a,2019-07-16 07:43:32,2019-07-16 07:43:32
2102,2.17,1.2,1.66,0.2,870.6,52.2,80.0,0.1,bef42dc4e2f8fd7192c6c03640a0184ecee37663,2019-07-16 07:43:32,2019-07-16 07:43:32
2103,2.3,1.2,1.13,0.77,870.5,70.9,35.0,0.1,cbac13f1627e09d9651c4e9e3bc1a688891a4ce5,2019-07-16 07:43:32,2019-07-16 07:43:32
2104,2.3,1.2,1.41,0.89,878.9,65.6,43.0,0.1,edc83c877e0ae063faf5659c02bd438b89df0873,2019-07-16 07:43:32,2019-07-16 07:43:32
2105,2.67,1.2,1.56,0.32,875.0,67.5,7.0,0.1,9082ccbcf370805eed9c119e4aab5907f0e23d80,2019-07-16 07:43:32,2019-07-16 07:43:32
2106,2.46,1.2,1.85,0.18,866.7,22.6,60.0,0.1,b06b37a9c28161f7aeea80ff171a6696d7cf42db,2019-07-16 07:43:32,2019-07-16 07:43:32
2107,2.52,1.2,1.52,0.29,876.0,88.9,43.0,0.1,74b3e6cbd504af988f0e36d471e4648577f0aee7,2019-07-16 07:43:32,2019-07-16 07:43:32
2108,2.39,1.2,1.52,0.36,875.0,63.1,61.0,0.1,12a7092128627ee3a99276320bcab5405a1990fb,2019-07-16 07:43:32,2019-07-16 07:43:32
2109,2.57,1.2,1.67,0.06,866.0,39.1,69.0,0.1,ec30c9093b4e8423f8c1610317ddfc8d68153ad8,2019-07-16 07:43:32,2019-07-16 07:43:32
2110,2.64,1.2,1.68,0.94,874.4,72.6,65.0,0.1,282ef9d7a6afacfc34ff49ac7282bd0096630b70,2019-07-16 07:43:32,2019-07-16 07:43:32
2111,2.51,1.2,1.46,0.59,861.3,57.8,37.0,0.1,b4cfe03eab107e570a7fc290b349b44bc3985c4f,2019-07-16 07:43:32,2019-07-16 07:43:32
2112,1.81,1.2,1.36,0.37,865.5,92.7,102.0,0.1,f4181d21aa2bfbd8656e7cc5c75b0d3fa96195e2,2019-07-16 07:43:32,2019-07-16 07:43:32
2113,2.29,1.2,1.45,0.64,864.1,73.4,78.0,0.1,853f3b71f3d05e63f2d9f6fb67aecf720d638fbf,2019-07-16 07:43:32,2019-07-16 07:43:32
2114,2.17,1.2,1.69,0.47,870.9,27.4,42.0,0.1,dcf1e240b2613f6c8d2a3009bf165bd3525ffa81,2019-07-16 07:43:32,2019-07-16 07:43:32
2115,2.38,1.2,1.85,0.33,867.3,79.9,70.0,0.1,5ad2a51aa8c7055540dd56456d3f1a6095d06fe4,2019-07-16 07:43:32,2019-07-16 07:43:32
2116,2.72,1.2,1.39,0.83,868.0,54.1,54.0,0.1,386b0e32893b82929e454a27607142eefa0721c8,2019-07-16 07:43:32,2019-07-16 07:43:32
2117,2.32,1.2,1.41,0.48,867.8,34.9,90.0,0.1,2919ac5d7fcb75e733bd4a86e5bf2d4308681cbd,2019-07-16 07:43:32,2019-07-16 07:43:32
2118,2.32,1.2,1.63,0.86,868.6,88.8,93.0,0.1,96c683836d79d1c040e008ba2d33360a562baedd,2019-07-16 07:43:32,2019-07-16 07:43:32
2119,2.25,1.2,1.29,0.82,878.9,46.2,15.0,0.1,7ced2d3ae2a52cdd6b92b36bcb907c07d60eb32d,2019-07-16 07:43:32,2019-07-16 07:43:32
2120,1.81,1.2,1.57,0.56,868.9,46.3,23.0,0.1,cec4798a53905badadbc2275540b4d64899eaebb,2019-07-16 07:43:32,2019-07-16 07:43:32
2121,2.46,1.2,1.52,0.06,865.6,80.5,53.0,0.1,5d3af811541c467b529e8981d032f14dbe73e11b,2019-07-16 07:43:32,2019-07-16 07:43:32
2122,2.24,1.2,1.2,0.36,866.6,50.5,63.0,0.1,9a4af8c1ae18ed9037880c22172f6c7feccb3af7,2019-07-16 07:43:32,2019-07-16 07:43:32
2123,1.86,1.2,1.64,0.25,873.4,58.9,126.0,0.1,3c9fd17c978f9ec18653e718a3e8df18b357758b,2019-07-16 07:43:32,2019-07-16 07:43:32
2124,2.64,1.2,1.43,0.18,862.4,59.6,79.0,0.1,1392664a01450adbae72df403461d5de7c4882a6,2019-07-16 07:43:32,2019-07-16 07:43:32
2125,2.15,1.2,1.63,0.79,874.3,42.7,67.0,0.1,8447414d808ce1eaba09285893eb6203b14e95b6,2019-07-16 07:43:32,2019-07-16 07:43:32
2126,2.38,1.2,1.91,0.69,861.3,47.0,65.0,0.1,f1c5f24a188c93c5346ca7d073a57e115fe88c7a,2019-07-16 07:43:32,2019-07-16 07:43:32
2127,2.68,1.2,1.86,0.68,871.5,64.0,29.0,0.1,775a1bfed2bdbc7380c9a7fde86040fa52fe28c7,2019-07-16 07:43:32,2019-07-16 07:43:32
2128,2.74,1.2,1.34,0.34,878.2,76.4,69.0,0.1,c8b293e593e9a97a5004305adf0d0132541061d7,2019-07-16 07:43:32,2019-07-16 07:43:32
2129,2.17,1.2,1.46,0.19,874.0,36.0,41.0,0.1,7306a7e46423b8be9fb395ad4659116024b5437b,2019-07-16 07:43:32,2019-07-16 07:43:32
2130,2.34,1.2,1.76,0.65,872.5,72.1,60.0,0.1,c571e0bfa3515d908c0f99ca9dfd0b9a84ee41a9,2019-07-16 07:43:32,2019-07-16 07:43:32
2131,2.38,1.2,1.46,0.93,873.8,54.6,96.0,0.1,09fbd99a6e939ce6da385c02a1bba372aeaa4d0b,2019-07-16 07:43:32,2019-07-16 07:43:32
2132,1.86,1.2,1.18,0.53,871.2,68.0,48.0,0.1,9325f76b5f993ec0a463b91bca6e5f9b726a60ea,2019-07-16 07:43:32,2019-07-16 07:43:32
2133,2.11,1.2,1.25,0.29,870.1,55.9,65.0,0.1,9c70e2c2b4a46fb8170d30b95b691bdb59c76be5,2019-07-16 07:43:32,2019-07-16 07:43:32
2134,2.27,1.2,1.84,0.14,874.9,50.1,13.0,0.1,b10fd919ce4f62d750bdd587ed9239860f4dd7f3,2019-07-16 07:43:32,2019-07-16 07:43:32
2135,1.89,1.2,1.53,0.5,872.9,86.8,73.0,0.1,b3b54dc0f8025a86f0ee7ad8388f468e2fa0cdf3,2019-07-16 07:43:32,2019-07-16 07:43:32
2136,2.26,1.2,1.41,0.63,871.4,53.8,56.0,0.1,576ecfef02a2542cd618e8b256342582cf9515f4,2019-07-16 07:43:32,2019-07-16 07:43:32
2137,2.11,1.2,1.39,0.3,870.4,45.5,84.0,0.1,6be0387824671981e8c6dbfcbf5fb86396115481,2019-07-16 07:43:32,2019-07-16 07:43:32
2138,2.6,1.2,1.38,0.22,862.3,56.4,53.0,0.1,0145afef01af180db3c92977a449d17473df726a,2019-07-16 07:43:32,2019-07-16 07:43:32
2139,2.16,1.2,1.68,0.26,872.8,50.0,76.0,0.1,cfa0911a49a5be5fd1c33a7ea78179eacfbd4f77,2019-07-16 07:43:32,2019-07-16 07:43:32
2140,2.2,1.2,1.68,0.55,868.8,55.1,39.0,0.1,7746b5dc06329e9db8aea82d5d423de724d1d1fb,2019-07-16 07:43:32,2019-07-16 07:43:32
2141,2.72,1.2,1.36,0.92,869.6,30.9,52.0,0.1,4d562f2f387c7eea70629f621c104f236a4e5fdf,2019-07-16 07:43:32,2019-07-16 07:43:32
2142,2.0,1.2,1.34,0.73,871.7,55.9,70.0,0.1,f99ffae15c8e7e15cbdd46c7ee2a0f8e16bfffaf,2019-07-16 07:43:32,2019-07-16 07:43:32
2143,1.92,1.2,1.84,0.75,877.4,94.3,60.0,0.1,7e261a0c1ce660dbd17e10f423a9f794fc591e07,2019-07-16 07:43:32,2019-07-16 07:43:32
2144,2.16,1.2,1.83,0.56,877.0,49.1,96.0,0.1,d2c7c9cf38b9cef871cd3d2c9f9cba0621425d24,2019-07-16 07:43:32,2019-07-16 07:43:32
2145,2.03,1.2,1.54,0.36,881.9,26.8,100.0,0.1,1da335f711ca06956a4048e103fdca3ff86226e5,2019-07-16 07:43:32,2019-07-16 07:43:32
2146,2.64,1.2,1.29,0.44,859.9,58.4,69.0,0.1,51ad39a069e5814c4e32ece9a07adfa8c152161e,2019-07-16 07:43:32,2019-07-16 07:43:32
2147,2.42,1.2,1.59,0.25,875.1,70.6,89.0,0.1,952101212986b76e52f70a48680207b3626971c9,2019-07-16 07:43:32,2019-07-16 07:43:32
2148,2.55,1.2,1.6,0.46,862.6,18.2,74.0,0.1,4abb9a9bb1572e370e5f038d3e4aba0dde0fb490,2019-07-16 07:43:32,2019-07-16 07:43:32
2149,2.53,1.2,1.97,0.5,866.0,39.2,41.0,0.1,a8f2cc616f9934226fbacde6e8133f2bb628d5bd,2019-07-16 07:43:32,2019-07-16 07:43:32
2150,2.17,1.2,1.92,0.56,873.3,32.6,37.0,0.1,775188503d428ef00a1a343f16a981c8d2a86177,2019-07-16 07:43:32,2019-07-16 07:43:32
2151,2.57,1.2,1.52,0.3,869.4,77.7,30.0,0.1,b84cd2b74754e46d0063fa42691ea223c075e820,2019-07-16 07:43:32,2019-07-16 07:43:32
2152,1.93,1.2,1.75,0.31,875.0,48.1,46.0,0.1,8b3a515ad4e33f862f4ce154c0075f32b2084db8,2019-07-16 07:43:32,2019-07-16 07:43:32
2153,2.04,1.2,1.72,0.77,863.9,51.1,78.0,0.1,7333240a31317087297301c54aa7788eeed3c2d0,2019-07-16 07:43:32,2019-07-16 07:43:32
2154,2.32,1.2,1.53,0.32,876.8,57.5,74.0,0.1,fec1f0730ddf6623d3bd82e1ce82af590785032b,2019-07-16 07:43:32,2019-07-16 07:43:32
2155,2.4,1.2,1.58,0.22,862.5,40.9,44.0,0.1,383fce4be9dbd2f51a8b407568c06deeb0d5476b,2019-07-16 07:43:32,2019-07-16 07:43:32
2156,2.43,1.2,1.9,0.83,881.7,63.0,77.0,0.1,f42dfcf812590f6ecdc2391f3105bd921c78901a,2019-07-16 07:43:32,2019-07-16 07:43:32
2157,2.31,1.2,1.5,0.81,873.6,61.0,90.0,0.1,0f5cc4c155e2da40bcea87e69b361a1106fbb125,2019-07-16 07:43:32,2019-07-16 07:43:32
2158,2.33,1.2,1.69,0.25,868.9,100.6,43.0,0.1,831ddf4a95bffc101f436fb30b19a20648eb4aaa,2019-07-16 07:43:32,2019-07-16 07:43:32
2159,1.85,1.2,1.66,0.77,870.8,34.2,116.0,0.1,fb9c1e434aa31b8f0359f0b0177e8e54d1050bb7,2019-07-16 07:43:32,2019-07-16 07:43:32
2160,2.29,1.2,1.87,0.19,869.6,88.1,83.0,0.1,d842d4ff32a1d15de7fc985dabf373a72b74b3fa,2019-07-16 07:43:32,2019-07-16 07:43:32
2161,2.2,1.2,1.8,0.15,866.1,36.1,91.0,0.1,60166408ed56373ee33ed54ea822bcc1f3de8ece,2019-07-16 07:43:32,2019-07-16 07:43:32
2162,2.36,1.2,1.83,0.76,869.3,64.0,47.0,0.1,6da7cf104cf7a307d7a2b5dda684c9cbf5156d8e,2019-07-16 07:43:32,2019-07-16 07:43:32
2163,1.99,1.2,1.23,0.46,862.8,42.9,52.0,0.1,32c9485249a6ca65f8781266b027748f888eb325,2019-07-16 07:43:32,2019-07-16 07:43:32
2164,2.36,1.2,1.37,0.31,868.1,36.1,79.0,0.1,1cbfd1a3a3bdfd597e54bb3efa0afad193907b89,2019-07-16 07:43:32,2019-07-16 07:43:32
2165,2.33,1.2,1.52,0.44,873.9,46.0,33.0,0.1,cab4cb67da9e8bba9a2975178affe8b479988f34,2019-07-16 07:43:32,2019-07-16 07:43:32
2166,2.45,1.2,1.8,0.14,874.4,68.7,84.0,0.1,74160119805bfe92498d11e8113473d791d0afc2,2019-07-16 07:43:32,2019-07-16 07:43:32
